TopDepth,BottomDepth,NO3_ppb,NO3_uM,TopAge,BottomAge
1640.51,1640.64,86.7,1.3984,11026.1,11028
1640.64,1640.78,113.68,1.8335,11028,11029.9
1640.78,1640.92,94.2,1.5194,11029.9,11031.9
1640.92,1641.06,79.85,1.2879,11031.9,11034
1641.06,1641.22,76.12,1.2277,11034,11036.5
1641.22,1641.34,84.51,1.3631,11036.5,11038.4
1641.34,1641.47,71.44,1.1523,11038.4,11040.5
1641.47,1641.61,111.32,1.7955,11040.5,11042.8
1641.61,1641.75,101.11,1.6308,11042.8,11045
1641.75,1641.89,87.59,1.4127,11045,11047.2
1641.89,1642.02,117.84,1.9006,11047.2,11049.3
1642.02,1642.16,83.33,1.3440,11049.3,11051.2
1642.16,1642.3,103.73,1.6731,11051.2,11053.2
1642.3,1642.44,76.42,1.2326,11053.2,11055.2
1642.44,1642.57,83.78,1.3513,11055.2,11057
1642.57,1642.71,92.91,1.4985,11057,11058.9
1642.71,1642.85,101.67,1.6398,11058.9,11060.9
1642.85,1643,85.06,1.3719,11060.9,11063
1643,1643.12,82.48,1.3303,11063,11065.3
1643.12,1643.26,87.1,1.4048,11065.3,11067.9
1643.26,1643.4,86.64,1.3974,11067.9,11070.6
1643.4,1643.53,93.04,1.5006,11070.6,11073.1
1643.53,1643.67,97.355,1.5702,11073.1,11075.7
1643.67,1643.81,80.72,1.3019,11075.7,11078.4
1643.81,1643.94,98.24,1.5845,11078.4,11080.9
1643.94,1644.08,72.11,1.1631,11080.9,11083.2
1644.08,1644.22,94.35,1.5218,11083.2,11085.3
1644.22,1644.35,96.32,1.5535,11085.3,11087.3
1644.35,1644.49,90.45,1.4589,11087.3,11089.4
1644.49,1644.63,113.94,1.8377,11089.4,11091.5
1644.63,1644.76,74.89,1.2079,11091.5,11093.4
1644.76,1644.9,75.34,1.2152,11093.4,11095.5
1644.9,1645.03,75.27,1.2140,11095.5,11097.4
1645.03,1645.17,79.26,1.2784,11097.4,11099.4
1645.17,1645.31,106.05,1.7105,11099.4,11101.3
1645.31,1645.44,95.74,1.5442,11101.3,11103.2
1645.44,1645.58,102.32,1.6503,11103.2,11105.1
1645.58,1645.71,78.24,1.2619,11105.1,11106.9
1645.71,1645.85,90.87,1.4656,11106.9,11108.9
1645.85,1646,68.16,1.0994,11108.9,11111
1646,1646.12,112.31,1.8115,11111,11112.7
1646.12,1646.26,83.76,1.3510,11112.7,11114.6
1646.26,1646.39,91.345,1.4733,11114.6,11116.5
1646.39,1646.53,84.19,1.3579,11116.5,11118.4
1646.53,1646.66,75.87,1.2237,11118.4,11120.2
1646.66,1646.8,85.12,1.3729,11120.2,11122.2
1646.8,1646.93,87.74,1.4152,11122.2,11124
1646.93,1647.07,110.54,1.7829,11124,11126.2
1647.07,1647.2,106.86,1.7235,11126.2,11128.4
1647.2,1647.34,96.19,1.5515,11128.4,11130.8
1647.34,1647.47,76.14,1.2281,11130.8,11133
1647.47,1647.61,81.02,1.3068,11133,11135.4
1647.61,1647.74,88.62,1.4294,11135.4,11137.6
1647.74,1647.88,87.47,1.4108,11137.6,11140
1647.88,1648,111.21,1.7937,11140,11142
1648,1648.15,87.57,1.4124,11142,11144.6
1648.15,1648.28,91.97,1.4834,11144.6,11146.8
1648.28,1648.42,88.56,1.4284,11146.8,11149.1
1648.42,1648.55,89.36,1.4413,11149.1,11151.4
1648.55,1648.68,78.73,1.2698,11151.4,11153.6
1648.68,1648.82,94.66,1.5268,11153.6,11155.9
1648.82,1648.95,110.62,1.7842,11155.9,11158.2
1648.95,1649.09,93.85,1.5137,11158.2,11160.4
1649.09,1649.22,118.5,1.9113,11160.4,11162.5
1649.22,1649.35,79.75,1.2863,11162.5,11164.6
1649.35,1649.49,89.11,1.4373,11164.6,11166.8
1649.49,1649.62,97.07,1.5656,11166.8,11168.9
1649.62,1649.76,117.87,1.9011,11168.9,11171.2
1649.76,1649.89,83.7,1.3500,11171.2,11173.2
1649.89,1650.02,93.88,1.5142,11173.2,11175.3
1650.02,1650.16,82.95,1.3379,11175.3,11177.6
1650.16,1650.29,76.85,1.2395,11177.6,11179.6
1650.29,1650.42,125.86,2.0300,11179.6,11181.7
1650.42,1650.56,94.7,1.5274,11181.7,11184
1650.56,1650.69,93,1.5000,11184,11186
1650.69,1650.82,109.79,1.7708,11186,11188.1
1650.82,1650.96,116.76,1.8832,11188.1,11190.4
1650.96,1651.09,81.2,1.3097,11190.4,11192.3
1651.09,1651.22,63.01,1.0163,11192.3,11194.1
1651.22,1651.36,99.86,1.6106,11194.1,11196
1651.36,1651.49,126.17,2.0350,11196,11197.9
1651.49,1651.62,155.35,2.5056,11197.9,11199.7
1651.62,1651.75,115.43,1.8618,11199.7,11201.5
1651.75,1651.89,111.8,1.8032,11201.5,11203.5
1651.89,1652.02,81.2,1.3097,11203.5,11205.3
1652.02,1652.15,91.67,1.4785,11205.3,11207.3
1652.15,1652.28,89.77,1.4479,11207.3,11209.2
1652.42,1652.55,71.76,1.1574,11211.3,11213.3
1652.55,1652.68,86.21,1.3905,11213.3,11215.2
1652.68,1652.81,82.39,1.3289,11215.2,11217.2
1652.81,1652.95,77.74,1.2539,11217.2,11219.3
1652.95,1653.08,100.57,1.6221,11219.3,11221.3
1653.08,1653.21,88.82,1.4326,11221.3,11223.4
1653.21,1653.34,87.16,1.4058,11223.4,11225.4
1653.34,1653.47,107.31,1.7308,11225.4,11227.5
1653.47,1653.61,105.66,1.7042,11227.5,11229.8
1653.61,1653.74,106.13,1.7118,11229.8,11231.8
1653.74,1653.87,105.19,1.6966,11231.8,11233.9
1653.87,1654,92.74,1.4958,11233.9,11236
1654,1654.13,91.08,1.4690,11236,11238
1654.13,1654.26,96.78,1.5610,11238,11239.9
1654.26,1654.4,90.48,1.4594,11239.9,11242
1654.4,1654.53,104.36,1.6832,11242,11244
1654.53,1654.66,90.49,1.4595,11244,11245.9
1654.66,1654.79,94.17,1.5189,11245.9,11247.9
1654.79,1654.92,85.02,1.3713,11247.9,11249.8
1654.92,1655.05,85.49,1.3789,11249.8,11251.9
1655.05,1655.18,85.73,1.3827,11251.9,11254.2
1655.18,1655.31,101.04,1.6297,11254.2,11256.6
1655.31,1655.44,97.61,1.5744,11256.6,11258.9
1655.44,1655.58,86.18,1.3900,11258.9,11261.4
1655.58,1655.71,93.54,1.5087,11261.4,11263.8
1655.71,1655.84,95.63,1.5424,11263.8,11266.1
1655.84,1655.97,119.07,1.9205,11266.1,11268.5
1655.97,1656.1,104.76,1.6897,11268.5,11270.7
1656.1,1656.23,112.83,1.8198,11270.7,11272.9
1656.23,1656.36,96.95,1.5637,11272.9,11275.1
1656.36,1656.49,105.66,1.7042,11275.1,11277.3
1656.49,1656.62,84.21,1.3582,11277.3,11279.5
1656.62,1656.75,80.03,1.2908,11279.5,11281.8
1656.75,1656.88,101.89,1.6434,11281.8,11284
1656.88,1657,94.61,1.5260,11284,11286
1657,1657.14,82.26,1.3268,11286,11288.1
1657.14,1657.27,77,1.2419,11288.1,11290.1
1657.27,1657.4,82.63,1.3327,11290.1,11292
1657.4,1657.53,82.97,1.3382,11292,11294
1657.53,1657.66,86.37,1.3931,11294,11295.9
1657.66,1657.79,93.1,1.5016,11295.9,11297.9
1657.79,1657.92,96.71,1.5598,11297.9,11299.8
1657.92,1658.05,84.34,1.3603,11299.8,11301.8
1658.05,1658.18,86.49,1.3950,11301.8,11303.7
1658.18,1658.31,98.99,1.5966,11303.7,11305.7
1658.31,1658.44,78.4,1.2645,11305.7,11307.6
1658.44,1658.57,122.14,1.9700,11307.6,11309.6
1658.57,1658.7,89.97,1.4511,11309.6,11311.5
1658.7,1658.83,101.51,1.6373,11311.5,11313.5
1658.83,1658.95,120.96,1.9510,11313.5,11315.3
1658.95,1659.08,94.4,1.5226,11315.3,11317.4
1659.08,1659.21,87.69,1.4144,11317.4,11319.6
1659.21,1659.34,104.18,1.6803,11319.6,11321.8
1659.34,1659.47,101.25,1.6331,11321.8,11324
1659.47,1659.6,93.4,1.5065,11324,11326.2
1659.6,1659.73,75.41,1.2163,11326.2,11328.4
1659.73,1659.86,103.1,1.6629,11328.4,11330.6
1659.86,1660,94.66,1.5268,11330.6,11333
1660,1660.12,87.52,1.4116,11333,11335.2
1660.12,1660.24,93.98,1.5158,11335.2,11337.3
1660.24,1660.37,125.91,2.0308,11337.3,11339.7
1660.37,1660.5,121.42,1.9584,11339.7,11342
1660.5,1660.63,108.45,1.7492,11342,11344.3
1660.63,1660.76,91.66,1.4784,11344.3,11346.7
1660.76,1660.88,90.26,1.4558,11346.7,11348.8
1660.88,1661,108.01,1.7421,11348.8,11351
1661.01,1661.14,96.78,1.5610,11351.2,11353.7
1661.14,1661.27,114.97,1.8544,11353.7,11356.1
1661.27,1661.4,105.4,1.7000,11356.1,11358.6
1661.4,1661.52,105.3,1.6984,11358.6,11360.9
1661.52,1661.65,119.7,1.9306,11360.9,11363.4
1661.65,1661.78,125.9,2.0306,11363.4,11365.8
1661.78,1661.91,92.12,1.4858,11365.8,11368.3
1661.91,1662.03,106.9,1.7242,11368.3,11370.6
1662.03,1662.16,113.4,1.8290,11370.6,11373
1662.16,1662.29,117.6,1.8968,11373,11375.5
1662.29,1662.42,107.7,1.7371,11375.5,11378
1662.42,1662.54,101.8,1.6419,11378,11380.3
1662.54,1662.67,96.24,1.5523,11380.3,11382.7
1662.67,1662.8,106.2,1.7129,11382.7,11385.2
1662.8,1662.93,88.03,1.4198,11385.2,11387.7
1662.93,1663.05,80.96,1.3058,11387.7,11390
1663.05,1663.18,114.4,1.8452,11390,11392.4
1663.18,1663.31,109,1.7581,11392.4,11394.9
1663.31,1663.43,110.3,1.7790,11394.9,11397.2
1663.43,1663.56,103.5,1.6694,11397.2,11399.6
1663.56,1663.69,82.75,1.3347,11399.6,11402.1
1663.69,1663.81,110.8,1.7871,11402.1,11404.4
1663.81,1663.94,92.86,1.4977,11404.4,11406.9
1663.94,1664.07,97.15,1.5669,11406.9,11409.1
1664.07,1664.19,96.36,1.5542,11409.1,11411
1664.19,1664.32,96.67,1.5592,11411,11413.1
1664.32,1664.45,94.09,1.5176,11413.1,11415.2
1664.45,1664.57,118.1,1.9048,11415.2,11417.1
1664.57,1664.7,94.8,1.5290,11417.1,11419.2
1664.7,1664.83,104,1.6774,11419.2,11421.3
1664.83,1664.95,83.45,1.3460,11421.3,11423.2
1664.95,1665.08,113.7,1.8339,11423.2,11425.4
1665.08,1665.2,90.31,1.4566,11425.4,11427.4
1665.2,1665.33,85.38,1.3771,11427.4,11429.6
1665.33,1665.46,88.36,1.4252,11429.6,11431.8
1665.46,1665.58,75.2,1.2129,11431.8,11433.9
1665.58,1665.71,74.75,1.2056,11433.9,11436.1
1665.71,1665.83,114.4,1.8452,11436.1,11438.1
1665.83,1665.96,120.5,1.9435,11438.1,11440.3
1665.96,1666.08,79.74,1.2861,11440.3,11442.4
1666.08,1666.21,102.8,1.6581,11442.4,11444.6
1666.21,1666.34,84.93,1.3698,11444.6,11446.8
1666.34,1666.46,83.35,1.3444,11446.8,11448.8
1666.46,1666.59,98.72,1.5923,11448.8,11451
1666.59,1666.71,102.1,1.6468,11451,11453.1
1666.71,1666.84,82.66,1.3332,11453.1,11455.3
1666.84,1666.96,90.31,1.4566,11455.3,11457.3
1666.96,1667.09,87.33,1.4085,11457.3,11459.4
1667.09,1667.21,101.6,1.6387,11459.4,11461.4
1667.21,1667.34,107.5,1.7339,11461.4,11463.4
1667.34,1667.46,96.77,1.5608,11463.4,11465.4
1667.46,1667.59,79.9,1.2887,11465.4,11467.4
1667.59,1667.71,104.9,1.6919,11467.4,11469.4
1667.71,1667.84,65.07,1.0495,11469.4,11471.4
1667.84,1667.96,119.3,1.9242,11471.4,11473.4
1667.96,1668.09,93.08,1.5013,11473.4,11475.4
1668.09,1668.21,83.71,1.3502,11475.4,11477.2
1668.21,1668.33,98.68,1.5916,11477.2,11479
1668.33,1668.46,88.97,1.4350,11479,11480.9
1668.46,1668.58,105.5,1.7016,11480.9,11482.7
1668.58,1668.71,85.15,1.3734,11482.7,11484.7
1668.71,1668.83,75.58,1.2190,11484.7,11486.5
1668.83,1668.96,93.16,1.5026,11486.5,11488.4
1668.96,1669.08,98.81,1.5937,11488.4,11490.2
1669.08,1669.2,108.8,1.7548,11490.2,11492
1669.2,1669.33,88.39,1.4256,11492,11494
1669.33,1669.45,97.99,1.5805,11494,11495.8
1669.45,1669.58,75.27,1.2140,11495.8,11497.7
1669.58,1669.7,76.34,1.2313,11497.7,11499.5
1669.7,1669.82,105.2,1.6968,11499.5,11501.3
1669.82,1669.95,100.7,1.6242,11501.3,11503.3
1669.95,1670.07,99.61,1.6066,11503.3,11505.1
1670.07,1670.19,107.5,1.7339,11505.1,11507
1670.19,1670.33,108,1.7419,11507,11509.3
1670.33,1670.44,68.9,1.1113,11509.3,11511
1670.44,1670.56,91.1,1.4694,11511,11513
1670.56,1670.69,111.9,1.8048,11513,11515
1670.69,1670.81,94.29,1.5208,11515,11517
1670.81,1670.93,71.96,1.1606,11517,11518.9
1670.93,1671.06,74.88,1.2077,11518.9,11521.1
1671.06,1671.18,75.54,1.2184,11521.1,11523.2
1671.18,1671.29,89.16,1.4381,11523.2,11525.2
1671.32,1671.43,84.97,1.3705,11525.8,11527.7
1671.43,1671.55,98.1,1.5823,11527.7,11529.9
1671.55,1671.67,108.3,1.7468,11529.9,11532.1
1671.67,1671.79,91.35,1.4734,11532.1,11534.2
1671.79,1671.92,93.45,1.5073,11534.2,11536.6
1671.92,1672.04,117.6,1.8968,11536.6,11538.7
1672.04,1672.16,80.16,1.2929,11538.7,11540.9
1672.16,1672.28,91.53,1.4763,11540.9,11543
1672.28,1672.41,79.9,1.2887,11543,11545.4
1672.41,1672.53,84.88,1.3690,11545.4,11547.5
1672.53,1672.65,108,1.7419,11547.5,11549.7
1672.65,1672.77,91.97,1.4834,11549.7,11551.9
1672.77,1672.9,90.12,1.4535,11551.9,11554.2
1672.9,1673,109.4,1.7645,11554.2,11556
1673,1673.14,88.24,1.4232,11556,11558.4
1673.14,1673.26,94.35,1.5218,11558.4,11560.4
1673.26,1673.38,77.7,1.2532,11560.4,11562.5
1673.38,1673.51,66.02,1.0648,11562.5,11564.7
1673.51,1673.63,77.13,1.2440,11564.7,11566.7
1673.63,1673.75,106.3,1.7145,11566.7,11568.8
1673.75,1673.87,77.12,1.2439,11568.8,11570.8
1673.87,1674,94.54,1.5248,11570.8,11573
1674,1674.11,79.56,1.2832,11573,11574.9
1674.11,1674.24,92.01,1.4840,11574.9,11577.1
1674.24,1674.36,90.36,1.4574,11577.1,11579.1
1674.36,1674.48,90.31,1.4566,11579.1,11581.2
1674.48,1674.6,100.4,1.6194,11581.2,11583.2
1674.6,1674.72,94.78,1.5287,11583.2,11585.2
1674.72,1674.84,104,1.6774,11585.2,11587.3
1674.84,1674.96,105.2,1.6968,11587.3,11589.3
1674.96,1675.08,85.12,1.3729,11589.3,11591.5
1675.08,1675.21,80.99,1.3063,11591.5,11594
1675.21,1675.33,78.26,1.2623,11594,11596.3
1675.33,1675.45,88.87,1.4334,11596.3,11598.6
1675.45,1675.57,101.1,1.6306,11598.6,11600.8
1675.57,1675.69,102.3,1.6500,11600.8,11603.1
1675.69,1675.81,123.6,1.9935,11603.1,11605.4
1675.81,1675.93,83.72,1.3503,11605.4,11607.7
1675.93,1676.05,84.33,1.3602,11607.7,11610
1676.05,1676.17,90.24,1.4555,11610,11612.2
1676.17,1676.29,89.92,1.4503,11612.2,11614.5
1676.29,1676.41,112.6,1.8161,11614.5,11616.8
1676.41,1676.53,112.2,1.8097,11616.8,11619.1
1676.53,1676.65,87.69,1.4144,11619.1,11621.4
1676.65,1676.77,98.24,1.5845,11621.4,11623.6
1676.77,1676.89,107.7,1.7371,11623.6,11625.9
1676.89,1677,108,1.7419,11625.9,11628
1677,1677.1,84.95,1.3702,11628,11630.4
1677.1,1677.2,98.74,1.5926,11630.4,11632.8
1677.2,1677.3,86.86,1.4010,11632.8,11635.2
1677.3,1677.4,113.1,1.8242,11635.2,11637.6
1677.4,1677.5,80.51,1.2985,11637.6,11640
1677.5,1677.6,120.4,1.9419,11640,11642.4
1677.6,1677.7,97.36,1.5703,11642.4,11644.8
1677.7,1677.8,68.16,1.0994,11644.8,11647.2
1677.8,1677.9,124,2.0000,11647.2,11649.6
1677.9,1678,126.3,2.0371,11649.6,11652
1678,1678.1,122,1.9677,11652,11655.3
1678.1,1678.2,110.3,1.7790,11655.3,11658.6
1678.2,1678.3,139.7,2.2532,11658.6,11661.9
1678.3,1678.4,95.93,1.5473,11661.9,11665.2
1678.4,1678.5,90.61,1.4615,11665.2,11668.5
1678.5,1678.6,140.7,2.2694,11668.5,11671.8
1678.6,1678.7,81.68,1.3174,11671.8,11675.1
1678.7,1678.8,146,2.3548,11675.1,11678.4
1678.8,1678.9,128.8,2.0774,11678.4,11681.7
1678.9,1679,134.3,2.1661,11681.7,11685
1679,1679.1,108.3,1.7468,11685,11688.2
1679.1,1679.2,114.3,1.8435,11688.2,11691.4
1679.2,1679.3,113.3,1.8274,11691.4,11694.6
1679.3,1679.4,136.4,2.2000,11694.6,11697.8
1679.4,1679.5,98.01,1.5808,11697.8,11701
1679.5,1679.6,138.8,2.2387,11701,11704.2
1679.6,1679.7,102.7,1.6565,11704.2,11707.4
1679.7,1679.8,164.9,2.6597,11707.4,11710.6
1679.8,1679.9,119.4,1.9258,11710.6,11713.8
1679.9,1680,121.7,1.9629,11713.8,11717
1680,1680.1,110.8,1.7871,11717,11720.5
1680.1,1680.2,106.8,1.7226,11720.5,11724
1680.2,1680.3,74.89,1.2079,11724,11727.5
1680.3,1680.4,131.1,2.1145,11727.5,11731
1680.4,1680.5,105.7,1.7048,11731,11734.5
1680.5,1680.6,109.3,1.7629,11734.5,11738
1680.6,1680.7,120.1,1.9371,11738,11741.5
1680.7,1680.8,135.5,2.1855,11741.5,11745
1680.8,1680.9,112.3,1.8113,11745,11748.5
1680.9,1681,111.6,1.8000,11748.5,11752
1681.01,1681.11,137.5,2.2177,11752.3,11755.6
1681.11,1681.2,103.7,1.6726,11755.6,11758.6
1681.2,1681.3,124.7,2.0113,11758.6,11761.9
1681.3,1681.4,96.56,1.5574,11761.9,11765.2
1681.4,1681.5,121.9,1.9661,11765.2,11768.5
1681.5,1681.6,152.7,2.4629,11768.5,11771.8
1681.6,1681.7,87.26,1.4074,11771.8,11775.1
1681.7,1681.8,107.7,1.7371,11775.1,11778.4
1681.8,1681.9,161.4,2.6032,11778.4,11781.7
1681.9,1682.02,108.1,1.7435,11781.7,11785.7
1682.02,1682.12,131.5,2.1210,11785.7,11789.1
1682.12,1682.23,89.34,1.4410,11789.1,11792.8
1682.23,1682.33,97.34,1.5700,11792.8,11796.2
1682.33,1682.43,112.6,1.8161,11796.2,11799.6
1682.43,1682.53,115.4,1.8613,11799.6,11803
1682.53,1682.63,91.12,1.4697,11803,11806.4
1682.63,1682.7,99.19,1.5998,11806.4,11808.8
1682.7,1682.8,130.3,2.1016,11808.8,11812.2
1682.8,1682.9,143.5,2.3145,11812.2,11815.6
1682.9,1683.01,190.9,3.0790,11815.6,11819.3
1683.01,1683.1,128.7,2.0758,11819.3,11822.2
1683.1,1683.2,128.19,2.0676,11822.2,11825.4
1683.2,1683.3,144.82,2.3358,11825.4,11828.6
1683.3,1683.4,188.25,3.0363,11828.6,11831.8
1683.4,1683.5,91.7,1.4790,11831.8,11835
1683.5,1683.6,149.66,2.4139,11835,11838.2
1683.6,1683.7,133.89,2.1595,11838.2,11841.4
1683.7,1683.8,130.43,2.1037,11841.4,11844.6
1683.8,1683.9,122.28,1.9723,11844.6,11847.8
1683.9,1684,121.77,1.9640,11847.8,11851
1684,1684.1,123.81,1.9969,11851,11854.3
1684.1,1684.2,120.64,1.9458,11854.3,11857.6
1684.2,1684.3,121.36,1.9574,11857.6,11860.9
1684.3,1684.4,133.18,2.1481,11860.9,11864.2
1684.4,1684.5,132.47,2.1366,11864.2,11867.5
1684.5,1684.6,119.92,1.9342,11867.5,11870.8
1684.6,1684.7,148.75,2.3992,11870.8,11874.1
1684.7,1684.8,109.75,1.7702,11874.1,11877.4
1684.8,1684.9,94.31,1.5211,11877.4,11880.7
1684.9,1685.01,111.4,1.7968,11880.7,11884.4
1685.01,1685.1,90.13,1.4537,11884.4,11887.7
1685.1,1685.2,94.83,1.5295,11887.7,11891.4
1685.2,1685.3,145.63,2.3489,11891.4,11895.1
1685.3,1685.4,120.02,1.9358,11895.1,11898.8
1685.4,1685.5,119.1,1.9210,11898.8,11902.5
1685.5,1685.6,128.5,2.0726,11902.5,11906.2
1685.6,1685.7,149.56,2.4123,11906.2,11909.9
1685.7,1685.8,132.98,2.1448,11909.9,11913.6
1685.8,1685.9,122.07,1.9689,11913.6,11917.3
1685.9,1686,112.7,1.8177,11917.3,11921
1686,1686.1,114.9,1.8532,11921,11924.4
1686.1,1686.2,95.45,1.5395,11924.4,11927.8
1686.2,1686.3,116.03,1.8715,11927.8,11931.2
1686.3,1686.4,84.99,1.3708,11931.2,11934.6
1686.4,1686.5,75.38,1.2158,11934.6,11938
1686.5,1686.6,157.7,2.5435,11938,11941.4
1686.6,1686.7,84.57,1.3640,11941.4,11944.8
1686.7,1686.8,145.02,2.3390,11944.8,11948.2
1686.8,1686.9,137.7,2.2210,11948.2,11951.6
1686.9,1687,95.01,1.5324,11951.6,11955
1687,1687.1,128.53,2.0731,11955,11958.6
1687.1,1687.2,122.16,1.9703,11958.6,11962.2
1687.2,1687.3,149.63,2.4134,11962.2,11965.8
1687.3,1687.4,108.23,1.7456,11965.8,11969.4
1687.4,1687.5,105.37,1.6995,11969.4,11973
1687.5,1687.6,124.38,2.0061,11973,11976.6
1687.6,1687.7,99.02,1.5971,11976.6,11980.2
1687.7,1687.8,108.02,1.7423,11980.2,11983.8
1687.8,1687.9,117.42,1.8939,11983.8,11987.4
1687.9,1688,119.42,1.9261,11987.4,11991
1688,1688.1,144.22,2.3261,11991,11994.4
1688.1,1688.2,115.36,1.8606,11994.4,11997.8
1688.2,1688.3,138.6,2.2355,11997.8,12001.2
1688.3,1688.4,101.07,1.6302,12001.2,12004.6
1688.4,1688.5,77.73,1.2537,12004.6,12008
1688.5,1688.6,123.88,1.9981,12008,12011.4
1688.6,1688.7,132.26,2.1332,12011.4,12014.8
1688.7,1688.8,101.48,1.6368,12014.8,12018.2
1688.8,1688.9,101.17,1.6318,12018.2,12021.6
1688.9,1689,114.03,1.8392,12021.6,12025
1689,1689.1,128.63,2.0747,12025,12029.1
1689.1,1689.2,105.47,1.7011,12029.1,12033.2
1689.2,1689.3,125.7,2.0274,12033.2,12037.3
1689.3,1689.4,118.3,1.9081,12037.3,12041.4
1689.4,1689.5,107.51,1.7340,12041.4,12045.5
1689.5,1689.6,107.21,1.7292,12045.5,12049.6
1689.6,1689.7,105.06,1.6945,12049.6,12053.7
1689.7,1689.8,95.94,1.5474,12053.7,12057.8
1689.8,1689.9,115.72,1.8665,12057.8,12061.9
1689.9,1690,86.14,1.3894,12061.9,12066
1690,1690.1,67.16,1.0832,12066,12069.6
1690.1,1690.2,121.14,1.9539,12069.6,12073.2
1690.2,1690.3,97.99,1.5805,12073.2,12076.8
1690.3,1690.4,107.92,1.7406,12076.8,12080.4
1690.4,1690.5,110.06,1.7752,12080.4,12084
1690.5,1690.6,138.5,2.2339,12084,12087.6
1690.6,1690.7,143.32,2.3116,12087.6,12091.2
1690.7,1690.8,103.83,1.6747,12091.2,12094.8
1690.8,1690.9,134.68,2.1723,12094.8,12098.4
1690.9,1691,115.97,1.8705,12098.4,12102
1691.11,1691.2,119.38,1.9255,12105.7,12108.8
1691.2,1691.3,143.73,2.3182,12108.8,12112.2
1691.3,1691.4,96.02,1.5487,12112.2,12115.6
1691.4,1691.5,106.87,1.7237,12115.6,12119
1691.5,1691.6,114.43,1.8456,12119,12122.4
1691.6,1691.7,142.31,2.2953,12122.4,12125.8
1691.7,1691.8,114.33,1.8440,12125.8,12129.2
1691.8,1691.9,124.01,2.0002,12129.2,12132.6
1691.9,1692,117.945,1.9023,12132.6,12136
1692,1692.1,138.24,2.2297,12136,12139.9
1692.1,1692.2,141.8,2.2871,12139.9,12143.8
1692.2,1692.3,152.65,2.4621,12143.8,12147.7
1692.3,1692.4,119.08,1.9206,12147.7,12151.6
1692.4,1692.5,133.64,2.1555,12151.6,12155.5
1692.5,1692.6,109.98,1.7739,12155.5,12159.4
1692.6,1692.7,109.05,1.7589,12159.4,12163.3
1692.7,1692.8,106.04,1.7103,12163.3,12167.2
1692.8,1692.9,128.12,2.0665,12167.2,12171.1
1692.9,1693,103.33,1.6666,12171.1,12175
1693,1693.1,107.28,1.7303,12175,12178.3
1693.1,1693.2,87.62,1.4132,12178.3,12181.6
1693.2,1693.3,117.01,1.8873,12181.6,12184.9
1693.3,1693.4,92.56,1.4929,12184.9,12188.2
1693.4,1693.5,135.79,2.1902,12188.2,12191.5
1693.5,1693.6,115.98,1.8706,12191.5,12194.8
1693.6,1693.7,105.62,1.7035,12194.8,12198.1
1693.7,1693.8,129.14,2.0829,12198.1,12201.4
1693.8,1693.9,122.375,1.9738,12201.4,12204.7
1693.9,1694,113.5,1.8306,12204.7,12208
1694,1694.1,124.53,2.0085,12208,12211.4
1694.1,1694.2,104.27,1.6818,12211.4,12214.8
1694.2,1694.3,66.87,1.0785,12214.8,12218.2
1694.3,1694.4,138.13,2.2279,12218.2,12221.6
1694.4,1694.5,126.68,2.0432,12221.6,12225
1694.5,1694.6,89.09,1.4369,12225,12228.4
1694.6,1694.7,113.71,1.8340,12228.4,12231.8
1694.7,1694.8,92.67,1.4947,12231.8,12235.2
1694.8,1694.9,108.74,1.7539,12235.2,12238.6
1694.9,1695,98.12,1.5826,12238.6,12242
1695,1695.1,120.17,1.9382,12242,12246.2
1695.1,1695.2,107.47,1.7334,12246.2,12250.4
1695.2,1695.3,129.02,2.0810,12250.4,12254.6
1695.3,1695.39,101.18,1.6319,12254.6,12258.4
1695.39,1695.5,128.72,2.0761,12258.4,12263
1695.5,1695.6,114.63,1.8489,12263,12267.2
1695.6,1695.7,105.17,1.6963,12267.2,12271.4
1695.7,1695.8,98.01,1.5808,12271.4,12275.6
1695.8,1695.9,97.17,1.5673,12275.6,12279.8
1695.9,1696,120.99,1.9515,12279.8,12284
1696,1696.1,94.5,1.5242,12284,12287.9
1696.1,1696.2,122.93,1.9827,12287.9,12291.8
1696.2,1696.3,130.84,2.1103,12291.8,12295.7
1696.3,1696.4,136.67,2.2044,12295.7,12299.6
1696.4,1696.5,103.7,1.6726,12299.6,12303.5
1696.5,1696.6,116.27,1.8753,12303.5,12307.4
1696.6,1696.7,86.55,1.3960,12307.4,12311.3
1696.7,1696.8,125.48,2.0239,12311.3,12315.2
1696.8,1696.9,116.27,1.8753,12315.2,12319.1
1696.9,1697,107.68,1.7368,12319.1,12323
1697,1697.1,133.46,2.1526,12323,12327
1697.1,1697.2,91.18,1.4706,12327,12331
1697.2,1697.3,188.23,3.0360,12331,12335
1697.3,1697.4,133.86,2.1590,12335,12339
1697.4,1697.5,120.99,1.9515,12339,12343
1697.5,1697.6,134.87,2.1753,12343,12347
1697.6,1697.7,108.41,1.7485,12347,12351
1697.7,1697.8,157.34,2.5377,12351,12355
1697.8,1697.9,134.615,2.1712,12355,12359
1697.9,1698,117.71,1.8985,12359,12363
1698,1698.1,106.53,1.7182,12363,12366.7
1698.1,1698.2,111.11,1.7921,12366.7,12370.4
1698.2,1698.3,133.46,2.1526,12370.4,12374.1
1698.3,1698.4,104.96,1.6929,12374.1,12377.8
1698.4,1698.5,86.01,1.3873,12377.8,12381.5
1698.5,1698.6,125.17,2.0189,12381.5,12385.2
