TopDepth,BottomDepth,NO3_ppb,NO3_uM,TopAge,BottomAge
273.769,274.214,66.283,1.0691,1017,1019.8
274.214,274.659,67.399,1.0871,1019.8,1021.6
274.659,275.104,71.43,1.1521,1021.6,1023.6
275.104,275.549,71.926,1.1601,1023.6,1025.8
275.549,275.994,66.283,1.0691,1025.8,1027.6
275.994,276.439,60.145,0.9701,1027.6,1029.8
276.439,276.884,67.461,1.0881,1029.8,1031.8
276.884,277.328,79.056,1.2751,1031.8,1033.7
277.328,277.773,71.12,1.1471,1033.7,1035.6
277.773,278.217,67.151,1.0831,1035.6,1037.7
278.217,278.662,70.5,1.1371,1037.7,1039.8
278.662,279.106,73.414,1.1841,1039.8,1041.9
279.106,279.55,75.026,1.2101,1041.9,1044.2
279.55,279.995,90.403,1.4581,1044.2,1046.3
279.995,280.439,88.171,1.4221,1046.3,1048.1
280.439,280.883,69.818,1.1261,1048.1,1050.2
280.883,281.327,63.183,1.0191,1050.2,1052
281.327,281.771,62.067,1.0011,1052,1053.9
281.771,282.215,103.982,1.6771,1053.9,1055.7
282.215,282.659,86.931,1.4021,1055.7,1057.8
282.659,283.102,71.368,1.1511,1057.8,1059.7
283.102,283.546,75.956,1.2251,1059.7,1061.2
283.546,283.99,83.397,1.3451,1061.2,1063.6
283.99,284.433,64.361,1.0381,1063.6,1065.8
284.433,284.877,57.727,0.9311,1065.8,1067.8
284.877,285.32,67.213,1.0841,1067.8,1069.6
285.32,285.763,81.474,1.3141,1069.6,1071.2
285.763,286.207,73.538,1.1861,1071.2,1072.6
286.207,286.65,81.226,1.3101,1072.6,1074.8
286.65,287.093,76.514,1.2341,1074.8,1077
287.093,287.536,73.848,1.1911,1077,1078.5
287.536,287.979,65.725,1.0601,1078.5,1080.7
287.979,288.422,68.701,1.1081,1080.7,1083.2
288.422,288.865,72.546,1.1701,1083.2,1084.8
288.865,289.308,67.585,1.0901,1084.8,1087.1
289.308,289.75,69.135,1.1151,1087.1,1088.8
289.75,290.193,78.684,1.2691,1088.8,1090.8
290.193,290.636,84.699,1.3661,1090.8,1092.4
290.636,291.078,79.8,1.2871,1092.4,1094.5
291.078,291.521,72.236,1.1651,1094.5,1096.3
291.521,291.963,65.787,1.0611,1096.3,1098
291.963,292.405,67.771,1.0931,1098,1100
292.405,292.847,80.606,1.3001,1100,1101.9
292.847,293.29,81.164,1.3091,1101.9,1103.6
293.29,293.732,70.252,1.1331,1103.6,1105.3
293.732,294.174,70.562,1.1381,1105.3,1107.1
294.174,294.616,67.213,1.0841,1107.1,1109.3
294.616,295.058,68.763,1.1091,1109.3,1111.3
295.058,295.499,68.329,1.1021,1111.3,1113.3
295.499,295.941,60.331,0.9731,1113.3,1114.8
295.941,296.383,76.142,1.2281,1114.8,1117.1
296.383,296.825,71.492,1.1531,1117.1,1119.2
296.825,297.266,68.329,1.1021,1119.2,1121
297.266,297.708,72.36,1.1671,1121,1122.9
297.708,298.149,72.236,1.1651,1122.9,1124.8
298.149,298.59,82.032,1.3231,1124.8,1126.6
298.59,298.85,57.975,0.9351,1126.6,1127.7
298.85,299.473,65.601,1.0581,1127.7,1130.4
299.473,299.914,73.228,1.1811,1130.4,1132
299.914,300.355,72.422,1.1681,1132,1133.6
300.355,300.796,66.779,1.0771,1133.6,1135.4
300.796,301.237,91.581,1.4771,1135.4,1137.4
301.237,301.33,71.12,1.1471,1137.4,1137.7
301.9,302.119,90.899,1.4661,1139.8,1141
302.119,302.559,81.908,1.3211,1141,1142.6
302.559,303,77.754,1.2541,1142.6,1144.9
303,303.44,69.694,1.1241,1144.9,1146.9
303.44,303.881,62.005,1.0001,1146.9,1149
303.881,304.321,78.622,1.2681,1149,1151
304.321,304.762,81.474,1.3141,1151,1152.9
304.762,305.202,78.25,1.2621,1152.9,1154.7
305.202,305.642,83.583,1.3481,1154.7,1156.8
305.642,306.083,89.597,1.4451,1156.8,1158.5
306.083,306.523,73.352,1.1831,1158.5,1160.1
306.523,306.9,83.645,1.3491,1160.1,1161.7
307.14,307.403,64.547,1.0411,1162.9,1163.8
307.403,307.843,68.205,1.1001,1163.8,1165.7
307.843,308.282,61.447,0.9911,1165.7,1167.7
308.282,308.722,78.746,1.2701,1167.7,1169.5
308.722,309.162,61.199,0.9871,1169.5,1171.3
309.162,309.601,67.399,1.0871,1171.3,1173.3
309.601,310.041,60.021,0.9681,1173.3,1175.7
310.041,310.481,68.639,1.1071,1175.7,1177.8
310.481,310.92,70.252,1.1331,1177.8,1179.5
310.92,311.359,75.832,1.2231,1179.5,1181.4
311.359,311.799,60.083,0.9691,1181.4,1183.4
311.799,312.238,73.228,1.1811,1183.4,1185.1
312.238,312.677,87.985,1.4191,1185.1,1187
312.677,313.116,64.919,1.0471,1187,1189.3
313.116,313.555,78.436,1.2651,1189.3,1191.2
313.555,313.994,69.197,1.1161,1191.2,1193.3
313.994,314.433,60.889,0.9821,1193.3,1195.2
314.433,314.872,71.492,1.1531,1195.2,1197
314.872,315.31,86.373,1.3931,1197,1198.5
315.31,315.749,68.515,1.1051,1198.5,1200.3
315.749,316.188,88.171,1.4221,1200.3,1202.1
316.188,316.626,64.299,1.0371,1202.1,1204.1
316.626,317.065,68.453,1.1041,1204.1,1205.8
317.065,317.503,83.583,1.3481,1205.8,1207.4
317.503,317.941,66.593,1.0741,1207.4,1209.3
317.941,318.38,80.11,1.2921,1209.3,1211.2
318.38,318.818,78.746,1.2701,1211.2,1213.3
318.818,319.256,69.569,1.1221,1213.3,1215.2
319.256,319.694,92.759,1.4961,1215.2,1216.8
319.694,320.132,69.197,1.1161,1216.8,1218.9
320.132,320.57,76.142,1.2281,1218.9,1221.1
320.57,321.008,72.856,1.1751,1221.1,1223
321.008,321.445,65.477,1.0561,1223,1224.9
321.445,321.883,70.81,1.1421,1224.9,1226.9
321.883,322.321,78.87,1.2721,1226.9,1228.9
322.321,322.758,75.026,1.2101,1228.9,1231
322.758,323.196,68.577,1.1061,1231,1233
323.196,323.633,92.511,1.4921,1233,1235.2
323.633,324.071,80.978,1.3061,1235.2,1237.4
324.071,324.508,71.368,1.1511,1237.4,1239.5
324.508,324.945,67.833,1.0941,1239.5,1241.4
324.945,325.382,71.678,1.1561,1241.4,1244
325.382,325.82,78.932,1.2731,1244,1246.1
325.82,326.257,71.802,1.1581,1246.1,1247.9
326.257,326.694,61.447,0.9911,1247.9,1250
326.694,327.13,76.514,1.2341,1250,1251.9
327.13,327.567,101.316,1.6341,1251.9,1253.6
327.567,328.004,70.562,1.1381,1253.6,1255.6
328.004,328.441,73.724,1.1891,1255.6,1257.5
328.441,328.877,75.584,1.2191,1257.5,1259.1
328.877,329.314,74.778,1.2061,1259.1,1261.5
329.314,329.75,73.972,1.1931,1261.5,1263.3
329.75,330.187,84.451,1.3621,1263.3,1264.7
330.187,330.54,71.554,1.1541,1264.7,1266.2
330.65,331.059,67.833,1.0941,1266.7,1268.3
331.059,331.496,59.153,0.9541,1268.3,1270.3
331.496,331.932,69.383,1.1191,1270.3,1272.2
331.932,332.368,66.655,1.0751,1272.2,1273.8
332.368,332.804,65.291,1.0531,1273.8,1275.6
332.804,333.24,63.121,1.0181,1275.6,1277.7
333.24,333.676,63.431,1.0231,1277.7,1280.1
333.676,334.112,63.059,1.0171,1280.1,1281.7
334.112,334.547,85.381,1.3771,1281.7,1284
334.547,334.71,77.382,1.2481,1284,1284.5
334.71,335.18,91.643,1.4781,1284.5,1286.2
335.18,335.83,69.942,1.1281,1286.2,1289.4
335.83,336.49,81.35,1.3121,1289.4,1292.1
336.49,337.14,76.266,1.2301,1292.1,1294.9
337.14,337.79,74.406,1.2001,1294.9,1297.5
337.79,338.44,78.56,1.2671,1297.5,1300.7
338.44,339.09,54.068,0.8721,1300.7,1304.1
339.09,339.74,86.931,1.4021,1304.1,1307.4
339.74,340.26,67.833,1.0941,1307.4,1309.4
340.26,340.73,78.25,1.2621,1309.4,1310.9
340.73,341.2,70.562,1.1381,1310.9,1313.5
341.2,341.67,72.546,1.1701,1313.5,1315.4
341.67,342.15,107.144,1.7281,1315.4,1317.6
342.15,342.62,69.445,1.1201,1317.6,1319.8
342.62,343.1,65.849,1.0621,1319.8,1322
343.1,343.57,79.552,1.2831,1322,1324
343.57,344.05,75.212,1.2131,1324,1326
344.05,344.52,75.584,1.2191,1326,1328.9
344.52,345,69.197,1.1161,1328.9,1332.2
345,345.47,62.377,1.0061,1332.2,1334.4
345.47,345.76,55.246,0.8911,1334.4,1335.9
360,360.6,71.182,1.1481,1406.5,1409.3
360.6,361.1,70.934,1.1441,1409.3,1411.7
361.1,361.54,74.344,1.1991,1411.7,1413.8
361.54,362,75.212,1.2131,1413.8,1415.7
362,362.49,86.993,1.4031,1415.7,1418.9
362.49,362.96,71.678,1.1561,1418.9,1421.4
362.96,363.43,61.137,0.9861,1421.4,1424.1
363.43,363.9,85.319,1.3761,1424.1,1425.8
363.9,364.43,77.568,1.2511,1425.8,1428.1
364.43,364.9,80.792,1.3031,1428.1,1430.2
364.9,365.31,79.18,1.2771,1430.2,1432.2
365.31,365.78,59.091,0.9531,1432.2,1435
365.78,366.26,56.61,0.9131,1435,1437
366.26,366.73,81.35,1.3121,1437,1439.4
366.73,367.2,66.531,1.0731,1439.4,1442.7
367.2,367.67,90.899,1.4661,1442.7,1445.1
367.67,368.14,58.285,0.9401,1445.1,1447.2
368.14,368.61,63.369,1.0221,1447.2,1450
368.61,369.08,67.585,1.0901,1450,1452.4
369.08,369.55,81.908,1.3211,1452.4,1454.2
369.55,370,73.104,1.1791,1454.2,1456.6
370,370.49,72.918,1.1761,1456.6,1458.8
370.49,370.96,64.609,1.0421,1458.8,1461
370.96,371.43,86.125,1.3891,1461,1463.5
371.43,371.9,74.654,1.2041,1463.5,1466.1
371.9,372.37,73.786,1.1901,1466.1,1468.2
372.37,372.84,80.234,1.2941,1468.2,1470
372.84,373.31,75.584,1.2191,1470,1472.3
373.31,373.78,79.614,1.2841,1472.3,1474.2
373.78,374.25,68.143,1.0991,1474.2,1476.2
374.25,374.72,65.973,1.0641,1476.2,1478.4
374.72,375.19,69.011,1.1131,1478.4,1480.3
375.19,375.66,87.613,1.4131,1480.3,1482.6
375.66,376.16,71.43,1.1521,1482.6,1485
376.16,376.6,78.498,1.2661,1485,1486.9
376.6,377.07,74.964,1.2091,1486.9,1489.3
377.07,377.53,78.56,1.2671,1489.3,1491.5
377.53,378,83.397,1.3451,1491.5,1493.3
378,378.47,81.536,1.3151,1493.3,1495.8
378.47,378.94,66.903,1.0791,1495.8,1498
378.94,379.41,68.887,1.1111,1498,1500.1
379.41,379.88,80.482,1.2981,1500.1,1502.3
379.88,380.35,67.709,1.0921,1502.3,1504.6
380.35,380.82,79.924,1.2891,1504.6,1507.1
380.82,381.28,65.353,1.0541,1507.1,1509.5
381.28,381.75,61.943,0.9991,1509.5,1511.7
381.75,382.22,89.721,1.4471,1511.7,1514.2
382.22,382.69,67.461,1.0881,1514.2,1516.2
382.69,383.16,75.832,1.2231,1516.2,1518.3
383.16,383.63,78.994,1.2741,1518.3,1520.4
383.63,384.09,66.593,1.0741,1520.4,1522.6
384.09,384.56,73.352,1.1831,1522.6,1525
384.56,385,64.981,1.0481,1525,1527.3
385,385.5,75.894,1.2241,1527.3,1529.3
385.5,386,71.74,1.1571,1529.3,1532.6
386,386.43,80.792,1.3031,1532.6,1534.7
386.43,386.9,60.331,0.9731,1534.7,1536.6
386.9,387.37,81.102,1.3081,1536.6,1539.3
387.37,387.84,80.916,1.3051,1539.3,1541.1
387.84,388,88.171,1.4221,1541.1,1541.9
392,392.51,65.539,1.0571,1561.8,1563.9
392.51,393,65.291,1.0531,1563.9,1566.1
393,393.44,64.361,1.0381,1566.1,1567.7
393.44,393.89,96.728,1.5601,1567.7,1570.3
397.1,397.64,95.55,1.5411,1585.8,1588.1
397.64,398.1,70.066,1.1301,1588.1,1590.2
398.1,398.57,64.733,1.0441,1590.2,1593.2
398.57,399,89.349,1.4411,1593.2,1595.5
399,399.5,77.382,1.2481,1595.5,1598.3
399.5,400,64.733,1.0441,1598.3,1600.5
400,400.43,56.362,0.9091,1600.5,1602.5
400.43,400.9,67.275,1.0851,1602.5,1604.7
400.9,401.36,65.353,1.0541,1604.7,1607
401.36,401.83,75.894,1.2241,1607,1610
401.83,402.29,75.832,1.2231,1610,1612.3
402.29,402.76,71.864,1.1591,1612.3,1614.3
402.76,403.22,57.851,0.9331,1614.3,1616.1
403.22,403.69,56.3,0.9081,1616.1,1618.4
403.69,404.15,64.857,1.0461,1618.4,1620.5
404.15,404.62,82.839,1.3361,1620.5,1622.6
404.62,405.08,69.756,1.1251,1622.6,1624.9
405.08,405.55,72.484,1.1691,1624.9,1627.9
405.55,406,76.824,1.2391,1627.9,1630
406,406.48,62.315,1.0051,1630,1632.4
406.48,406.94,78.126,1.2601,1632.4,1634.5
406.94,407.41,77.32,1.2471,1634.5,1636.5
407.41,407.87,83.645,1.3491,1636.5,1638.6
407.87,408.33,63.059,1.0171,1638.6,1641.6
408.33,408.8,73.476,1.1851,1641.6,1644.1
408.8,409.26,77.382,1.2481,1644.1,1646.5
409.26,409.73,70.004,1.1291,1646.5,1648.8
409.73,410.19,75.894,1.2241,1648.8,1651.4
410.19,410.65,88.419,1.4261,1651.4,1654
410.65,411.12,60.641,0.9781,1654,1656.4
411.12,411.58,76.204,1.2291,1656.4,1658.9
411.58,412.05,69.197,1.1161,1658.9,1661
412.05,412.51,79.304,1.2791,1661,1663.2
412.51,413,83.831,1.3521,1663.2,1665.5
413,413.44,84.327,1.3601,1665.5,1667.6
413.44,413.9,70.5,1.1371,1667.6,1669.8
413.9,414.36,69.756,1.1251,1669.8,1672
414.36,414.83,84.885,1.3691,1672,1674.1
414.83,415.29,73.662,1.1881,1674.1,1676.5
415.29,415.75,81.412,1.3131,1676.5,1678.5
415.75,416.22,67.585,1.0901,1678.5,1680.7
416.22,416.68,66.097,1.0661,1680.7,1683.7
416.68,417.14,70.004,1.1291,1683.7,1686.1
417.14,417.61,65.849,1.0621,1686.1,1688.5
417.61,418.07,87.551,1.4121,1688.5,1690.7
418.07,418.53,76.142,1.2281,1690.7,1692.8
418.53,419,79.242,1.2781,1692.8,1695.3
419,419.41,65.663,1.0591,1695.3,1697.9
419.46,419.92,73.786,1.1901,1698.2,1700.5
419.92,420.38,64.981,1.0481,1700.5,1702.8
420.38,420.84,76.824,1.2391,1702.8,1705
420.84,421.31,83.583,1.3481,1705,1707.1
421.31,421.77,68.329,1.1021,1707.1,1709.5
421.77,422.23,81.784,1.3191,1709.5,1711.9
422.23,422.69,74.902,1.2081,1711.9,1714
422.69,423.15,81.288,1.3111,1714,1716.4
423.15,423.62,69.445,1.1201,1716.4,1718.8
423.62,424.08,88.109,1.4211,1718.8,1721
424.08,424.54,84.513,1.3631,1721,1723.2
424.54,425,81.722,1.3181,1723.2,1725.3
425,425.46,76.576,1.2351,1725.3,1727.5
425.46,425.92,88.171,1.4221,1727.5,1730.5
425.92,426.39,79.614,1.2841,1730.5,1732.9
426.39,426.85,74.654,1.2041,1732.9,1735.9
426.85,427.31,83.583,1.3481,1735.9,1738.4
427.31,427.77,55.06,0.8881,1738.4,1740.2
427.77,428.23,79.552,1.2831,1740.2,1742.2
428.23,428.69,69.818,1.1261,1742.2,1744.3
428.69,429.15,81.846,1.3201,1744.3,1746.5
429.15,429.62,58.657,0.9461,1746.5,1748.8
429.62,430.08,67.523,1.0891,1748.8,1751.7
430.08,430.54,74.778,1.2061,1751.7,1754.3
430.54,431,69.197,1.1161,1754.3,1756.5
431,431.46,75.522,1.2181,1756.5,1759
431.46,431.92,93.441,1.5071,1759,1761.5
431.92,432.38,86.497,1.3951,1761.5,1764.1
432.38,432.84,52.394,0.8451,1764.1,1766.9
432.84,433.3,83.397,1.3451,1766.9,1769.3
433.3,433.76,69.569,1.1221,1769.3,1772.2
433.76,434.22,63.741,1.0281,1772.2,1775.1
434.22,434.68,73.662,1.1881,1775.1,1777.6
434.68,435.14,56.92,0.9181,1777.6,1780.8
435.14,435.6,69.383,1.1191,1780.8,1782.5
435.6,436.06,67.647,1.0911,1782.5,1784.9
436.06,436.52,77.568,1.2511,1784.9,1787.1
436.52,437,56.052,0.9041,1787.1,1789.6
437,437.44,58.843,0.9491,1789.6,1791.4
437.44,437.9,66.283,1.0691,1791.4,1793.3
437.9,438.36,68.453,1.1041,1793.3,1795.8
438.36,438.82,59.215,0.9551,1795.8,1798.1
438.82,439.28,60.145,0.9701,1798.1,1800.3
439.28,439.74,67.213,1.0841,1800.3,1803.2
439.74,440.2,65.849,1.0621,1803.2,1805.4
440.2,440.66,73.042,1.1781,1805.4,1807.7
440.66,441.12,65.167,1.0511,1807.7,1809.8
441.12,441.58,62.935,1.0151,1809.8,1812
441.58,442,72.546,1.1701,1812,1813.8
442,442.49,74.406,1.2001,1813.8,1816.1
442.49,442.95,70.128,1.1311,1816.1,1818.6
442.95,443.41,90.465,1.4591,1818.6,1820.7
443.41,443.87,71.43,1.1521,1820.7,1822.4
443.87,444.33,71.988,1.1611,1822.4,1824.5
444.33,444.79,83.769,1.3511,1824.5,1826.8
444.79,445.25,77.63,1.2521,1826.8,1829.1
445.25,445.71,81.784,1.3191,1829.1,1831.4
445.71,446.16,79.242,1.2781,1831.4,1833.8
446.16,446.62,85.567,1.3801,1833.8,1836.4
446.62,447.08,39.931,0.6440,1836.4,1838.6
447.08,447.54,69.073,1.1141,1838.6,1840.6
447.54,448,76.204,1.2291,1840.6,1843.1
448,448.46,69.011,1.1131,1843.1,1845.5
448.46,448.91,64.237,1.0361,1845.5,1847.8
448.91,449.37,75.274,1.2141,1847.8,1850.2
449.37,449.83,59.587,0.9611,1850.2,1852.3
449.83,450.29,66.965,1.0801,1852.3,1854.5
450.29,450.74,63.059,1.0171,1854.5,1856.6
450.74,451.2,69.508,1.1211,1856.6,1859
451.2,451.66,79.428,1.2811,1859,1862.1
451.66,452.12,63.617,1.0261,1862.1,1864.5
452.12,452.57,98.464,1.5881,1864.5,1866.8
452.57,453,64.671,1.0431,1866.8,1868.6
453,453.49,67.957,1.0961,1868.6,1870.6
453.49,453.95,73.724,1.1891,1870.6,1872.9
453.95,454.4,81.102,1.3081,1872.9,1875.1
454.4,454.86,71.74,1.1571,1875.1,1877.5
454.86,455.32,79.738,1.2861,1877.5,1879.8
455.32,455.78,74.034,1.1941,1879.8,1881.9
455.78,456.23,79.242,1.2781,1881.9,1884
456.23,456.69,65.539,1.0571,1884,1886
456.69,457.15,78.684,1.2691,1886,1887.8
457.15,457.6,84.141,1.3571,1887.8,1889.1
457.6,458,84.761,1.3671,1889.1,1891.2
458.06,458.52,74.902,1.2081,1891.5,1894
458.52,459,92.883,1.4981,1894,1896.3
459,459.43,69.632,1.1231,1896.3,1898.7
459.43,459.88,67.523,1.0891,1898.7,1900.8
459.88,460.21,75.646,1.2201,1900.8,1902.5
461.95,462.16,63.679,1.0271,1909.9,1910.9
462.16,462.62,70.004,1.1291,1910.9,1912.8
462.62,463.08,72.112,1.1631,1912.8,1914.7
463.08,463.53,57.417,0.9261,1914.7,1917.1
463.53,464,65.477,1.0561,1917.1,1919.5
464,464.44,75.398,1.2161,1919.5,1921.9
464.44,464.9,62.501,1.0081,1921.9,1924.2
464.9,465.35,64.051,1.0331,1924.2,1926.2
465.35,465.81,62.253,1.0041,1926.2,1928.4
465.81,466.27,69.508,1.1211,1928.4,1930.5
466.27,466.72,73.91,1.1921,1930.5,1932.8
466.72,467.18,61.137,0.9861,1932.8,1935.2
467.18,467.63,79.614,1.2841,1935.2,1937
467.63,468.09,97.782,1.5771,1937,1939.5
468.09,468.54,75.646,1.2201,1939.5,1941.6
468.54,468.93,83.521,1.3471,1941.6,1943.8
469.24,469.45,77.506,1.2501,1945.6,1946.5
469.45,469.91,80.234,1.2941,1946.5,1948.3
469.91,470.36,69.694,1.1241,1948.3,1950.2
470.36,470.81,74.096,1.1951,1950.2,1952.6
470.81,471.27,72.856,1.1751,1952.6,1954.8
471.27,471.72,70.314,1.1341,1954.8,1957
471.72,472.18,62.129,1.0021,1957,1959.1
472.18,472.63,84.265,1.3591,1959.1,1961.2
472.63,473,66.655,1.0751,1961.2,1962.8
473,473.54,81.412,1.3131,1962.8,1965.8
473.54,474,81.164,1.3091,1965.8,1968.2
474,474.45,70.748,1.1411,1968.2,1970.3
474.45,474.9,54.316,0.8761,1970.3,1972.3
474.9,475.36,67.151,1.0831,1972.3,1974.2
475.36,475.85,79.118,1.2761,1974.2,1977
478.4,478.6,82.715,1.3341,1989.6,1990.4
478.6,479,59.401,0.9581,1990.4,1992.2
479,479.4,52.642,0.8491,1992.2,1993.8
479.4,479.89,57.789,0.9321,1993.8,1996.1
479.89,480.35,73.6,1.1871,1996.1,1998.4
480.35,480.8,72.236,1.1651,1998.4,2001.6
480.8,481.25,62.501,1.0081,2001.6,2004
481.25,481.7,79.676,1.2851,2004,2006.1
481.7,482.16,99.642,1.6071,2006.1,2008.6
482.16,482.61,86.807,1.4001,2008.6,2011
482.61,483.06,70.934,1.1441,2011,2014
483.06,483.52,86.869,1.4011,2014,2016.5
483.52,483.97,74.716,1.2051,2016.5,2018.6
483.97,484.42,72.236,1.1651,2018.6,2021
484.42,484.87,70.438,1.1361,2021,2023.4
484.87,485.33,81.908,1.3211,2023.4,2026.8
485.33,485.78,71.12,1.1471,2026.8,2029.2
485.78,486.23,69.569,1.1221,2029.2,2031.3
486.23,486.68,71.244,1.1491,2031.3,2033.5
486.68,487.13,74.406,1.2001,2033.5,2035.7
487.13,487.59,70.128,1.1311,2035.7,2038
487.59,488.04,71.43,1.1521,2038,2039.9
488.04,488.49,79.8,1.2871,2039.9,2041.9
488.49,488.94,82.343,1.3281,2041.9,2044.1
488.94,489.39,76.452,1.2331,2044.1,2046.4
489.39,489.85,84.141,1.3571,2046.4,2049.5
489.85,490.3,84.141,1.3571,2049.5,2052.1
490.3,490.75,73.662,1.1881,2052.1,2054.2
490.75,491.2,76.948,1.2411,2054.2,2056.5
491.2,491.65,68.019,1.0971,2056.5,2058.6
491.65,492.1,76.018,1.2261,2058.6,2060.7
492.1,492.55,78.932,1.2731,2060.7,2062.6
492.55,493,84.389,1.3611,2062.6,2064.9
493,493.46,59.091,0.9531,2064.9,2067.1
493.46,493.91,77.506,1.2501,2067.1,2069.3
493.91,494.36,75.026,1.2101,2069.3,2071.6
494.36,494.58,82.715,1.3341,2071.6,2072.6
496.26,496.61,74.84,1.2071,2081,2082.9
496.61,497.06,107.268,1.7301,2082.9,2085.2
497.06,497.51,84.451,1.3621,2085.2,2087.5
497.51,498,70.624,1.1391,2087.5,2089.8
498,498.41,67.399,1.0871,2089.8,2091.9
498.41,498.86,61.819,0.9971,2091.9,2094.8
498.86,499.31,69.942,1.1281,2094.8,2096.9
499.31,499.76,88.109,1.4211,2096.9,2099.3
499.76,500.21,67.771,1.0931,2099.3,2101.5
500.21,500.63,65.353,1.0541,2101.5,2103.5
500.63,501.11,75.274,1.2141,2103.5,2106
501.11,501.58,69.383,1.1191,2106,2108.1
501.58,502,76.204,1.2291,2108.1,2110.3
502,502.46,66.965,1.0801,2110.3,2112.6
502.46,502.91,68.887,1.1111,2112.6,2114.8
502.91,503.36,77.072,1.2431,2114.8,2117.7
503.36,503.81,85.691,1.3821,2117.7,2120
503.81,504.26,72.298,1.1661,2120,2122.2
504.26,504.57,85.691,1.3821,2122.2,2124.5
504.95,505.2,87.365,1.4091,2126.8,2128.3
505.2,505.61,87.179,1.4061,2128.3,2130.5
505.61,506.06,80.792,1.3031,2130.5,2132.9
506.06,506.51,71.554,1.1541,2132.9,2135.2
506.51,506.99,71.616,1.1551,2135.2,2138.1
506.99,507.41,84.513,1.3631,2138.1,2140.2
507.41,507.85,68.205,1.1001,2140.2,2142.7
507.85,508.3,70.81,1.1421,2142.7,2144.7
508.3,508.75,71.368,1.1511,2144.7,2147.1
508.75,509.2,73.476,1.1851,2147.1,2149.4
509.2,509.65,68.825,1.1101,2149.4,2151.8
509.65,510.1,64.175,1.0351,2151.8,2154
510.1,510.55,74.096,1.1951,2154,2156
510.55,511,95.178,1.5351,2156,2158.4
511,511.44,78.746,1.2701,2158.4,2160.7
511.44,511.89,94.557,1.5251,2160.7,2163.1
511.89,512.34,86.745,1.3991,2163.1,2165.2
512.34,512.79,58.843,0.9491,2165.2,2167.5
512.79,513.24,71.244,1.1491,2167.5,2169.7
513.24,513.68,74.096,1.1951,2169.7,2171.9
513.68,514.13,69.818,1.1261,2171.9,2174.5
514.13,514.58,66.717,1.0761,2174.5,2176.7
514.58,515,89.473,1.4431,2176.7,2179
515,515.48,75.212,1.2131,2179,2181.5
515.48,515.92,68.639,1.1071,2181.5,2183.7
515.92,516.37,68.267,1.1011,2183.7,2186
516.37,516.82,71.988,1.1611,2186,2188.3
516.82,517.27,85.443,1.3781,2188.3,2190.6
517.27,517.71,71.244,1.1491,2190.6,2193
517.71,518.16,67.895,1.0951,2193,2195.1
518.16,518.61,64.857,1.0461,2195.1,2197.3
518.61,519.19,80.358,1.2961,2197.3,2199.8
519.19,519.5,69.632,1.1231,2199.8,2201.3
519.5,519.95,83.707,1.3501,2201.3,2203.5
519.95,520.4,82.591,1.3321,2203.5,2205.7
520.4,520.84,76.08,1.2271,2205.7,2208.4
520.84,521.29,84.141,1.3571,2208.4,2210.6
521.29,521.74,79.614,1.2841,2210.6,2213
521.74,522.18,77.692,1.2531,2213,2215.2
522.18,522.63,93.131,1.5021,2215.2,2217.4
522.63,523.08,68.453,1.1041,2217.4,2219.5
523.08,523.52,69.073,1.1141,2219.5,2221.6
523.52,523.97,59.959,0.9671,2221.6,2223.8
523.97,524.41,78.312,1.2631,2223.8,2226.1
524.41,524.86,77.754,1.2541,2226.1,2228.2
524.86,525.31,61.757,0.9961,2228.2,2230.7
525.31,525.75,81.598,1.3161,2230.7,2233
525.75,526.2,69.259,1.1171,2233,2235.2
526.2,526.65,81.288,1.3111,2235.2,2237.6
526.65,527.09,74.096,1.1951,2237.6,2240.1
527.09,527.54,88.791,1.4321,2240.1,2242.3
527.54,528,61.571,0.9931,2242.3,2244.2
528,528.43,69.756,1.1251,2244.2,2246.3
528.43,528.87,95.178,1.5351,2246.3,2248.3
528.87,529.32,85.567,1.3801,2248.3,2250.4
529.32,529.76,79.8,1.2871,2250.4,2252.8
529.76,530.21,59.711,0.9631,2252.8,2255.1
530.21,530.66,80.73,1.3021,2255.1,2257.5
530.66,531.1,76.39,1.2321,2257.5,2259.7
531.1,531.55,77.816,1.2551,2259.7,2262.2
531.55,532,72.112,1.1631,2262.2,2264.6
532,532.44,73.476,1.1851,2264.6,2267.2
532.44,532.88,73.414,1.1841,2267.2,2269.3
532.88,533.33,68.887,1.1111,2269.3,2271.6
533.33,533.77,66.283,1.0691,2271.6,2273.7
533.77,534.22,75.708,1.2211,2273.7,2276
534.22,534.66,63.865,1.0301,2276,2278.2
534.66,535.11,59.587,0.9611,2278.2,2280.4
535.11,535.55,65.477,1.0561,2280.4,2282.9
535.55,536,72.112,1.1631,2282.9,2285
536,536.44,78.25,1.2621,2285,2287.6
536.44,536.88,59.401,0.9581,2287.6,2289.4
536.88,537.33,74.22,1.1971,2289.4,2291.3
537.33,537.77,71.864,1.1591,2291.3,2293.8
537.77,537.99,85.443,1.3781,2293.8,2294.9
539,539.55,68.143,1.0991,2299.9,2302.7
539.55,540,96.17,1.5511,2302.7,2305.1
540,540.44,85.939,1.3861,2305.1,2307.7
